date,stock_code,stock_name,margin_balance,margin_purchase_amount,margin_repayment_amount,short_selling_balance,short_selling_volume,short_selling_repayment_volume
2023-09-22,603833,欧派家居,126740576,10361387,2377137,204386,59900,36400
2023-09-22,603858,步长制药,581090904,5717365,6389723,415618,20000,16000
2023-09-22,603866,桃李面包,126601041,1556156,2468785,538025,110100,122700
2023-09-22,603867,新化股份,295035922,1951428,9290391,6369,6369,5600
2023-09-22,603868,飞科电器,27221246,1482604,366067,123214,14400,9033
2023-09-22,603871,嘉友国际,76228693,1190259,1476131,79484,300,22600
2023-09-22,603876,鼎胜新材,350067926,3830180,3263294,4092467,666800,45797
2023-09-22,603877,太平鸟,107527938,1124891,1016453,25700,1700,2400
2023-09-22,603881,数据港,389526028,10371360,15095561,593467,54900,116340
2023-09-22,603882,金域医学,195329369,5155292,5318049,239541,6300,83200
2023-09-22,603883,老百姓,144167448,4269066,2907459,248897,21900,12100
2023-09-22,603885,吉祥航空,70623838,2921140,6044935,911173,269100,76500
2023-09-22,603888,新华网,490847893,50558397,34819690,465694,11400,19200
2023-09-22,603890,春秋电子,147666156,16690948,11860476,44700,3000,10300
2023-09-22,603893,瑞芯微,132639490,3943552,7720759,450066,33700,30367
2023-09-22,603897,XD长城科,59473811,3146288,5133906,0,0,0
2023-09-22,603899,晨光股份,90503426,6148450,2789341,32703,3800,9200
2023-09-22,603906,龙蟠科技,205118019,4894676,5720307,602365,48900,175819
2023-09-22,603908,牧高笛,43859742,4910085,2182448,0,0,0
2023-09-22,603915,国茂股份,50318194,4233985,2249930,357184,18200,30600
2023-09-22,603916,苏博特,68606503,420086,1716055,102065,300,7280
2023-09-22,603919,金徽酒,227206496,9411932,10393727,325254,67700,72700
2023-09-22,603920,世运电路,294918901,15232974,29554081,76653,20100,37000
2023-09-22,603927,中科软,290411521,10528042,10956938,290118,20200,45740
2023-09-22,603936,博敏电子,392484950,8809530,11651232,543981,28700,28500
2023-09-22,603938,三孚股份,131095052,1627792,2714882,142102,11600,10320
2023-09-22,603939,益丰药房,138639989,1939846,2519501,696625,15900,37900
2023-09-22,603959,百利科技,425006773,5555011,3573393,315620,23300,35500
2023-09-22,603960,克来机电,66816509,15171941,14426480,37224,8300,0
2023-09-22,603963,大理药业,15899128,2256990,2234530,0,0,0
2023-09-22,603969,银龙股份,95769942,1307923,2297892,33900,0,1400
2023-09-22,603978,深圳新星,36665293,898952,317448,0,0,0
2023-09-22,603979,金诚信,105887716,8100235,27079336,618657,122200,248300
2023-09-22,603982,泉峰汽车,67757494,6439895,12293276,0,0,0
2023-09-22,603985,恒润股份,199688913,25305963,65904787,354315,83100,31800
2023-09-22,603986,兆易创新,2587852464,91242887,103902825,890945,189275,70078
2023-09-22,603989,艾华集团,102173444,1154099,4217463,47717,4900,5300
2023-09-22,603990,麦迪科技,279836589,2639272,4906235,0,0,0
2023-09-22,603993,洛阳钼业,1441971133,58794921,33079286,4701100,39100,698700
2023-09-22,603995,甬金股份,80402531,3095778,2241899,149130,1900,7100
2023-09-22,603997,继峰股份,28489447,6536956,948384,514846,42800,20300
2023-09-22,605020,永和股份,71474511,2550608,5330242,56570,14000,37465
2023-09-22,605090,九丰能源,122051639,2303836,3611065,228088,38500,4300
2023-09-22,605111,新洁能,345736496,8248142,8922717,661039,32300,61904
2023-09-22,605117,德业股份,706178668,37168850,29461833,434060,19400,26800
2023-09-22,605123,派克新材,140716117,5331628,8863573,51317,4400,27300
2023-09-22,605168,三人行,137131042,8475772,23725063,26072,10500,8695
2023-09-22,605208,永茂泰,42335101,589617,937594,900,0,19100
2023-09-22,605305,中际联合,58796789,511602,946938,5900,0,1300
2023-09-22,605358,立昂微,804444423,5991222,13652333,2692386,21800,72800
2023-09-22,605366,宏柏新材,42189598,888321,1485737,0,0,0
2023-09-22,605376,博迁新材,145881452,1565554,1912319,116446,13400,11400
2023-09-22,605399,晨光新材,74493724,938416,1785192,0,0,0
2023-09-22,605499,东鹏饮料,31058395,1979311,1346479,807967,6700,4400
2023-09-22,605589,圣泉集团,356827396,22796685,31600320,626694,79400,253758
2023-09-22,688001,华兴源创,133298881,897067,3163488,72751,19600,9647
2023-09-22,688002,睿创微纳,329109378,15940531,12557712,1152934,97277,89789
2023-09-22,688003,天准科技,193558005,2298867,3820205,0,0,0
2023-09-22,688004,博汇科技,63697365,744074,2602182,0,0,0
2023-09-22,688005,容百科技,1350693729,17289446,18310766,8068774,56841,65236
2023-09-22,688006,杭可科技,157900178,6401927,3656657,385658,42200,7900
2023-09-22,688007,光峰科技,388466968,11503335,7577749,483655,62866,32767
2023-09-22,688008,澜起科技,981698299,19541465,38333592,16644873,138542,559097
2023-09-22,688009,中国通号,203122891,3518598,3847250,8815817,405699,48200
2023-09-22,688010,福光股份,115527951,1293616,2508959,0,0,0
2023-09-22,688011,新光光电,38253277,719328,805128,0,0,0
2023-09-22,688012,中微公司,1176926331,63344494,51056985,5769885,108066,71288
2023-09-22,688013,天臣医疗,18896117,392702,695226,0,0,0
2023-09-22,688015,交控科技,55231643,1309756,887433,0,0,0
2023-09-22,688016,心脉医疗,252187173,8927809,5081338,95922,12789,13389
2023-09-22,688017,绿的谐波,399348626,21659217,21536133,1188974,49649,63020
2023-09-22,688018,乐鑫科技,171532461,2746284,7176564,79739,12503,5885
2023-09-22,688019,安集科技,292321831,61494707,24307827,1003170,88169,31939
2023-09-22,688020,方邦股份,85266339,339253,712017,200,0,0
2023-09-22,688021,奥福环保,21348473,380984,639506,7000,7000,0
2023-09-22,688022,瀚川智能,271977226,2870347,1508808,75287,0,0
2023-09-22,688023,安恒信息,243983698,7699436,2865362,113666,21408,7787
2023-09-22,688025,杰普特,115622409,2817151,6542892,7169,7169,2349
2023-09-22,688026,洁特生物,69328531,2137069,3921123,226074,1074,1500
2023-09-22,688027,国盾量子,247098572,7970329,7814034,42537,12415,14806
2023-09-22,688028,沃尔德,86353381,788013,748795,8200,3500,3470
2023-09-22,688029,南微医学,196020020,7224063,7440771,775740,19054,27864
2023-09-22,688030,山石网科,58639955,332859,1395983,2600,0,0
2023-09-22,688031,星环科技,43269925,5877770,3672215,86060,6801,5236
2023-09-22,688032,禾迈股份,264524969,16871515,9041546,518027,24718,18927
2023-09-22,688033,天宜上佳,208114149,3080854,4766977,400695,56100,31729
2023-09-22,688035,德邦科技,103248941,12711428,7290286,0,0,0
2023-09-22,688036,传音控股,595669901,40826113,21609890,2002265,56044,144010
2023-09-22,688037,芯源微,265480017,31653419,18978632,294520,55339,52006
2023-09-22,688038,中科通达,36961096,1509642,5014727,0,0,0
2023-09-22,688039,当虹科技,161700226,13706724,11537144,328571,24328,23269
2023-09-22,688041,海光信息,1548543466,145863292,97838284,2429978,188198,176316
2023-09-22,688045,必易微,42316430,1269148,728964,80311,3259,2725
2023-09-22,688046,药康生物,51578523,2063680,884071,6400501,16242,14836
2023-09-22,688047,龙芯中科,377071761,20302043,20183869,918442,35237,71381
2023-09-22,688048,长光华芯,268178970,33474085,34932235,1162301,102703,56570
2023-09-22,688049,炬芯科技,148891180,3866853,4208872,3100,0,6139
2023-09-22,688050,爱博医疗,324534324,8548967,6660505,170952,14566,13119
2023-09-22,688051,佳华科技,49232886,1237705,1181041,0,0,0
2023-09-22,688052,纳芯微,170957409,6619300,6905514,1156031,90625,29560
2023-09-22,688053,思科瑞,96904435,1233827,2238021,60831,6058,3114
2023-09-22,688055,龙腾光电,83027229,628673,1455863,1137038,12800,0
2023-09-22,688056,莱伯泰科,95696523,4556163,1098214,0,0,0
2023-09-22,688057,金达莱,121062622,765342,403672,246066,200,0
2023-09-22,688058,宝兰德,38547195,713389,918433,7300,7300,0
2023-09-22,688059,华锐精密,71421883,1872214,2669270,29901,107,10200
2023-09-22,688060,云涌科技,37650123,28011,440559,0,0,0
2023-09-22,688061,灿瑞科技,84896116,3184886,3627728,374539,42888,28096
2023-09-22,688062,迈威生物,44549365,6242195,2211129,253596,12502,48435
2023-09-22,688063,派能科技,1614797765,53890295,57901821,401268,75734,188153
2023-09-22,688065,凯赛生物,323520570,2864736,2304106,1367975,54122,46835
2023-09-22,688066,航天宏图,237404175,8903458,5535240,331182,38477,44599
2023-09-22,688067,爱威科技,35676143,780067,661260,0,0,0
2023-09-22,688068,热景生物,190036494,3014276,8008025,801,201,1857
2023-09-22,688069,德林海,34850841,670243,160919,40744,25367,0
2023-09-22,688070,纵横股份,54058314,232436,367207,0,0,0
2023-09-22,688071,华依科技,51852950,2639827,2466920,0,0,0
2023-09-22,688072,拓荆科技,225997636,18003131,41559881,3899016,46008,19401
2023-09-22,688073,毕得医药,58315426,4443741,3824762,346889,5043,12462
2023-09-22,688075,安旭生物,91745061,2541125,3246457,105996,4621,4784
2023-09-22,688076,诺泰生物,327958368,20939927,19336259,21448,19748,11775
2023-09-22,688077,大地熊,144819863,2591811,2651210,33033,4104,4000
2023-09-22,688078,龙软科技,94459345,1129167,2003904,0,0,0
2023-09-22,688079,美迪凯,62313930,3186932,7271993,546955,30379,79757
2023-09-22,688080,映翰通,106452771,798858,4815338,0,0,0
2023-09-22,688081,兴图新科,31869085,823876,325246,0,0,0
2023-09-22,688082,盛美上海,90829816,3870599,4412649,591114,22714,22929
2023-09-22,688083,中望软件,116123743,9329191,2523451,128905,25625,14331
2023-09-22,688084,晶品特装,20567665,1201235,1138740,47022,2828,3017
2023-09-22,688085,三友医疗,62459368,3125589,5557292,1322397,10241,33181
2023-09-22,688087,英科再生,79177723,1256708,2651478,0,0,0
2023-09-22,688088,虹软科技,355268128,14435954,19139778,432436,152381,64478
2023-09-22,688089,嘉必优,114665873,1618523,3072444,43104,11000,11893
2023-09-22,688090,瑞松科技,70713733,1254892,1825418,0,0,0
2023-09-22,688091,上海谊众,480920242,8255892,7926430,55029,7398,14380
2023-09-22,688092,爱科科技,37141804,2317508,2317691,90124,5040,5376
2023-09-22,688093,世华科技,86438426,93822,1128154,0,0,0
2023-09-22,688095,福昕软件,88075471,13664277,5774189,2692,200,0
2023-09-22,688096,京源环保,44292039,1095925,926502,36700,3400,0
2023-09-22,688097,博众精工,126668292,3726138,3324412,44136,11591,2137
2023-09-22,688098,申联生物,92576390,159004,327660,0,0,0
2023-09-22,688099,晶晨股份,99615202,5751058,13788795,6487818,45425,65462
2023-09-22,688100,威胜信息,43976520,1314858,6812940,211816,30521,36559
2023-09-22,688101,三达膜,117643407,2810426,3488567,0,0,0
2023-09-22,688102,斯瑞新材,53947203,4188275,3960548,748418,19600,0
2023-09-22,688103,国力股份,141495453,3950912,1570149,0,0,0
2023-09-22,688105,诺唯赞,118904566,825365,2478388,459334,25701,19817
2023-09-22,688106,金宏气体,207127790,3793788,3810589,694886,49800,10941
2023-09-22,688107,安路科技,110548395,3340986,3359507,530039,45499,23904
2023-09-22,688108,赛诺医疗,219392137,7615278,2233637,0,0,0
2023-09-22,688109,品茗科技,42682292,1079205,3183676,0,0,0
2023-09-22,688110,东芯股份,315458850,20789993,19423202,1598991,204655,107778
2023-09-22,688111,金山办公,618800911,131717666,94412492,5967204,83430,23621
2023-09-22,688112,鼎阳科技,48857449,3050450,6024558,61306,9019,5799
2023-09-22,688113,联测科技,76427014,671757,237864,0,0,0
2023-09-22,688114,华大智造,87309035,5564642,3336107,172179,19308,15060
2023-09-22,688115,思林杰,54995918,6577875,16522980,207491,33562,2200
2023-09-22,688116,天奈科技,476195894,8687590,11824932,1046499,100314,54275
2023-09-22,688117,圣诺生物,139177288,11362211,13702300,155678,49056,31881
2023-09-22,688118,普元信息,81533263,1287108,1431101,117898,12100,28628
2023-09-22,688119,中钢洛耐,76685572,2285868,1870918,10834495,0,5900
2023-09-22,688120,华海清科,264896548,22260213,16411486,3699290,36349,30018
2023-09-22,688121,卓然股份,62871657,1162637,4445602,231312,3200,4332
2023-09-22,688122,西部超导,379193562,21528176,16100348,1543516,44365,76576
2023-09-22,688123,聚辰股份,335447561,30922792,26704600,598325,103873,90487
2023-09-22,688125,安达智能,26598328,947595,1295722,124909,3413,2543
2023-09-22,688126,沪硅产业,653734292,31038628,13467108,24931145,215440,64154
2023-09-22,688127,蓝特光学,177099538,8734635,22413564,138052,65077,65995
2023-09-22,688128,中国电研,95963166,2623790,2889391,24922,15247,11645
2023-09-22,688129,东来技术,24944732,1542714,2482733,0,0,0
2023-09-22,688130,晶华微,47909589,1771506,441427,105963,20300,0
2023-09-22,688131,皓元医药,132035971,5802695,4533229,417932,28066,37465
2023-09-22,688132,邦彦技术,52236122,533547,3105064,534257,100722,179112
2023-09-22,688133,泰坦科技,203647820,2687440,2860371,155453,27707,6679
2023-09-22,688135,利扬芯片,113962743,10745025,5875278,0,0,0
2023-09-22,688136,科兴制药,63867626,623412,1048266,4780,0,0
2023-09-22,688137,近岸蛋白,73201109,2265343,2872856,159630,25010,17180
2023-09-22,688138,清溢光电,101902671,7772150,6483519,0,0,0
2023-09-22,688139,海尔生物,180394117,2941011,3377743,799171,41974,25491
2023-09-22,688141,杰华特,79497698,6839915,2298759,514751,34412,23533
2023-09-22,688143,长盈通,29406960,912721,2050753,315343,58159,34690
2023-09-22,688146,中船特气,172820056,4181904,8220156,228170,14520,18998
2023-09-22,688147,微导纳米,54262373,5311772,2431970,173048,22447,13585
2023-09-22,688148,芳源股份,290555305,1305943,2468997,836468,48221,34768
2023-09-22,688150,莱特光电,62680614,1854055,1370017,193532,5815,6971
2023-09-22,688151,华强科技,62448818,591315,1590023,606788,0,2195
2023-09-22,688152,麒麟信安,106288941,8296102,8792360,196873,37435,30648
2023-09-22,688153,唯捷创芯,38823818,5695500,8342496,417913,26192,25871
2023-09-22,688155,先惠技术,168646761,1129137,929649,7677,4707,4924
2023-09-22,688156,路德环境,116679038,1070259,593860,0,0,0
2023-09-22,688157,松井股份,81674841,4159891,2360333,8000,2000,0
2023-09-22,688158,优刻得,334538478,17109541,20087159,270547,60900,50909
2023-09-22,688159,有方科技,59846430,1537865,1811300,1200,0,0
2023-09-22,688160,步科股份,128665393,24946420,25391916,2428,600,600
2023-09-22,688161,威高骨科,153321289,5033383,3806320,340697,22038,44768
2023-09-22,688162,巨一科技,89586779,1501279,2333466,856394,5000,6775
2023-09-22,688163,赛伦生物,24075888,91021,207072,8371,967,0
2023-09-22,688165,埃夫特,73616598,3826249,1502353,2486149,37761,32350
2023-09-22,688166,博瑞医药,387576994,18127781,15058698,467680,112104,50476
2023-09-22,688167,炬光科技,341917598,23318385,18751143,1640749,33613,38168
2023-09-22,688168,安博通,72758792,857222,2182767,0,0,0
2023-09-22,688169,石头科技,152495419,8848679,4775458,1192503,4171,16929
2023-09-22,688170,德龙激光,118741276,3047069,5291610,219040,947,2810
2023-09-22,688171,纬德信息,33093069,709538,1889336,6721,0,0
2023-09-22,688172,燕东微,178665061,6319008,5077470,1561944,37414,19923
2023-09-22,688173,希荻微,66009340,4541268,3192761,2958144,3055,113550
2023-09-22,688175,高凌信息,30485928,1373154,1448984,271000,0,0
2023-09-22,688176,亚虹医药,32785932,6298543,6759694,812913,177205,127897
2023-09-22,688177,百奥泰,98823527,1925285,977020,157851,7494,7202
2023-09-22,688178,万德斯,30059384,1467576,593473,0,0,0
2023-09-22,688179,阿拉丁,116703034,1613216,2357106,8800,0,200
2023-09-22,688180,君实生物,812730419,3038293,5205757,1156941,37370,30571
2023-09-22,688181,八亿时空,88724587,2691142,3069745,90000,0,0
2023-09-22,688182,灿勤科技,125777394,7729428,10428449,830465,89807,108501
2023-09-22,688183,生益电子,70779006,1196797,6129874,189484,40600,1243
2023-09-22,688184,帕瓦股份,35707080,638089,1120442,146269,5454,6503
2023-09-22,688185,康希诺,455398511,6310705,7967340,350822,35867,23996
2023-09-22,688186,广大特材,231021054,2267141,4736578,84201,400,1800
2023-09-22,688187,时代电气,279473372,6248188,3450137,940389,15313,74724
2023-09-22,688188,柏楚电子,25357668,3301328,3453924,982382,25453,12313
2023-09-22,688189,南新制药,107061341,1263188,2037139,0,0,0
2023-09-22,688190,云路股份,80465029,1502786,1983305,75963,921,810
2023-09-22,688191,智洋创新,35710783,1630586,4086536,129655,0,9200
2023-09-22,688192,迪哲医药,16979890,1465726,818978,5571731,21510,400
2023-09-22,688193,仁度生物,18947648,426660,288602,117611,0,4000
2023-09-22,688195,腾景科技,164078784,18861044,53705351,4800,2300,13100
2023-09-22,688196,卓越新能,66522207,547853,1630504,4618,68,1404
2023-09-22,688197,首药控股,263841547,3751822,2793021,73302,2400,4082
2023-09-22,688198,佰仁医疗,140300016,1168802,544696,231930,12960,5435
2023-09-22,688199,久日新材,196251069,3478480,3342579,0,0,0
2023-09-22,688200,华峰测控,137639543,5099011,11735182,309363,22512,19828
2023-09-22,688201,信安世纪,84743645,2595635,1638279,0,0,0
2023-09-22,688202,美迪西,479456220,10427234,10692663,950491,40723,30164
2023-09-22,688203,海正生材,26179506,732976,817019,38400,0,0
2023-09-22,688205,德科立,116328543,29463214,41711117,926000,0,0
2023-09-22,688206,概伦电子,142895542,8052916,9296292,632618,17120,112296
2023-09-22,688207,格灵深瞳,164906477,7194216,10431364,434300,194300,0
2023-09-22,688208,道通科技,226398495,5648659,7102977,478086,60230,18939
2023-09-22,688209,英集芯,60687117,723827,1981637,2812756,22518,9021
2023-09-22,688210,统联精密,79710990,2018579,2313340,239840,2053,9415
2023-09-22,688211,中科微至,66612222,1397083,2700923,1100,1100,8405
2023-09-22,688212,澳华内镜,50684434,3521224,3573050,305980,12951,17214
2023-09-22,688213,思特威,58990540,16768996,11346558,1918312,64794,28472
2023-09-22,688215,瑞晟智能,35765057,489564,1033619,0,0,0
2023-09-22,688216,气派科技,56914554,674708,1655602,0,0,0
2023-09-22,688217,睿昂基因,59046553,1868726,2545006,122010,0,500
2023-09-22,688218,江苏北人,130641345,4348896,2833694,13104,2304,2275
2023-09-22,688219,会通股份,65706435,1592636,773201,0,0,0
2023-09-22,688220,翱捷科技,80103081,1253426,4068434,694139,58572,2200
2023-09-22,688221,前沿生物,70712946,2165381,1497577,28192,0,200
2023-09-22,688222,成都先导,145312537,5941927,5677353,19704,9529,7186
2023-09-22,688223,晶科能源,697243451,18469315,26712839,22105534,137300,574900
2023-09-22,688225,亚信安全,33132512,298180,822393,427522,1400,169283
2023-09-22,688226,威腾电气,48632518,3512764,6030122,0,0,0
2023-09-22,688227,品高股份,40798266,752641,1676268,32672,8411,4037
2023-09-22,688228,开普云,87559994,5044103,8733923,0,0,0
2023-09-22,688229,博睿数据,37850207,428392,844880,0,0,0
2023-09-22,688230,芯导科技,80471250,1025972,1376136,30545,1700,4502
2023-09-22,688231,隆达股份,95032325,2950096,3630597,296850,0,0
2023-09-22,688232,新点软件,85618774,1500711,1936723,140821,35556,30320
2023-09-22,688233,神工股份,159531768,3894368,7985225,438459,22657,14946
2023-09-22,688234,天岳先进,156364304,7417821,4572623,3003352,35134,41804
2023-09-22,688235,百济神州,349949850,17834359,13682208,218419,29961,46470
2023-09-22,688236,春立医疗,39697525,2100898,2022439,653022,26580,17180
2023-09-22,688237,超卓航科,31716339,1126390,1752714,60274,7655,0
2023-09-22,688238,和元生物,167064077,4650606,2716269,5837391,44084,147281
2023-09-22,688239,航宇科技,53788077,5981653,4172405,297768,58428,47138
2023-09-22,688244,永信至诚,50718642,7403230,7697114,231529,8631,95908
2023-09-22,688246,嘉和美康,120443783,1073039,2192743,2048844,81100,15904
2023-09-22,688247,宣泰医药,36739156,2060483,1115204,240294,46871,18217
2023-09-22,688248,南网科技,151626913,13262704,12942832,365685,26893,14071
2023-09-22,688249,晶合集成,380800131,8161051,13229418,1640964,25147,25571
2023-09-22,688251,井松智能,25728650,472093,1269644,106418,0,4578
2023-09-22,688252,天德钰,26318271,1591104,589116,747218,16999,22481
2023-09-22,688253,英诺特,57980965,4790039,2805274,1070100,0,0
2023-09-22,688255,凯尔达,50808736,950521,947853,99591,8974,7654
2023-09-22,688256,寒武纪,779709495,97425827,61079261,5290075,137571,206873
2023-09-22,688257,新锐股份,22426130,1104316,1406544,172665,0,400
2023-09-22,688258,卓易信息,143094874,8704297,15075136,0,0,0
2023-09-22,688259,创耀科技,340396813,116832127,66842643,691382,81538,131921
2023-09-22,688260,昀冢科技,45274108,457357,1551645,0,0,0
2023-09-22,688261,东微半导,190009560,9775677,6596438,391226,23347,21701
2023-09-22,688262,国芯科技,335567009,6438400,8064826,483299,6067,3722
2023-09-22,688265,南模生物,31059652,160285,347218,203356,705,1300
2023-09-22,688266,泽璟制药,232708852,9511379,4969021,6431794,51372,113076
2023-09-22,688267,中触媒,94726031,953654,5002754,212471,2631,1000
2023-09-22,688268,华特气体,195974538,4466225,6403037,181989,24124,9873
2023-09-22,688269,凯立新材,47198446,1102397,1752658,3591,741,485
2023-09-22,688270,臻镭科技,150630554,12973950,6433225,1188106,59411,65652
2023-09-22,688271,联影医疗,431719393,22001546,25349007,1262092,27128,165757
2023-09-22,688273,麦澜德,47974712,1443892,3722265,48775,11438,400
2023-09-22,688275,万润新能,156473328,1732149,4641421,120069,6200,30649
2023-09-22,688276,百克生物,98980276,2576827,4832653,1205495,38169,67792
2023-09-22,688277,天智航,178246775,1468528,2409375,157997,21119,13860
2023-09-22,688278,特宝生物,145642284,2275065,2394616,280708,34814,22335
2023-09-22,688279,峰岹科技,41582328,6858302,1754989,689903,11139,8576
2023-09-22,688280,精进电动,61396203,442173,1185970,2432453,52082,0
2023-09-22,688281,华秦科技,26542848,3925908,4026221,249471,16721,8451
2023-09-22,688282,理工导航,55519165,3337788,3958591,227487,8822,15035
2023-09-22,688283,坤恒顺维,23089176,2040898,905315,103763,4128,8931
2023-09-22,688285,高铁电气,64867239,1447740,5256947,452313,12408,41675
2023-09-22,688286,敏芯股份,106854602,2474596,3855814,267678,11583,100
2023-09-22,688287,观典防务,66841620,1343295,1816488,0,0,0
2023-09-22,688288,鸿泉物联,44852491,5250102,3605063,6400,0,0
2023-09-22,688289,圣湘生物,224407284,2824696,2773891,748080,63769,176057
2023-09-22,688290,景业智能,19727005,1006967,2205458,958942,16461,982
2023-09-22,688291,金橙子,56648373,5230164,5921731,322267,21718,24643
2023-09-22,688292,浩瀚深度,94997818,19609421,14002828,1630000,0,0
2023-09-22,688293,奥浦迈,43151869,3902526,940449,127982,3087,988
2023-09-22,688295,中复神鹰,128483073,1022057,1636680,1178306,2434,11310
2023-09-22,688296,和达科技,19102714,2012058,1421130,7870,0,0
2023-09-22,688297,中无人机,361401915,7424850,7298484,866817,88333,9591
2023-09-22,688298,东方生物,341740284,3331276,6447656,345665,28751,11184
2023-09-22,688299,长阳科技,168785291,1394334,1326858,19362,0,400
2023-09-22,688300,联瑞新材,96567124,1351122,1929770,0,0,0
2023-09-22,688301,奕瑞科技,71968008,3446266,3447450,366093,15799,13406
2023-09-22,688302,海创药业,12958807,2243860,3275212,119822,4499,10694
2023-09-22,688303,大全能源,995828509,30002024,6683991,6359620,18562,14400
2023-09-22,688305,科德数控,136340394,2810601,6463970,4610,516,632
2023-09-22,688306,均普智能,73770072,1557635,4992902,706700,8900,400
2023-09-22,688307,中润光学,47443749,1721298,2663097,136543,7900,16187
2023-09-22,688308,欧科亿,80212458,1924983,2011089,97469,7977,26221
2023-09-22,688309,恒誉环保,24318645,710175,1894757,0,0,0
2023-09-22,688310,迈得医疗,31678656,505288,526462,0,0,0
2023-09-22,688311,盟升电子,181877953,9755487,8031623,19500,0,0
2023-09-22,688312,燕麦科技,48138983,1214401,1540681,0,0,1300
2023-09-22,688313,仕佳光子,465038187,83770746,41573999,0,0,0
2023-09-22,688314,康拓医疗,60161801,1073554,736544,0,0,0
2023-09-22,688315,诺禾致源,26233943,604725,979410,169546,23700,2088
2023-09-22,688316,青云科技,82390553,17401851,26612938,0,0,0
2023-09-22,688317,之江生物,210368542,3557483,2277991,33214,5400,18408
2023-09-22,688318,财富趋势,626209117,172559255,142120200,79514,14620,6214
2023-09-22,688319,欧林生物,123541525,3033510,2067177,95393,7494,13853
2023-09-22,688320,禾川科技,118093403,17836910,24181254,1640752,53762,31191
2023-09-22,688321,微芯生物,317179336,7670828,5657749,450412,68323,80262
2023-09-22,688322,奥比中光,165817981,10758041,18200803,80813,0,30000
2023-09-22,688323,瑞华泰,132307040,5709263,6427889,0,0,0
2023-09-22,688325,赛微微电,50021916,651114,477266,106285,0,9362
2023-09-22,688326,经纬恒润,66811624,7841848,6920223,607554,22690,22532
2023-09-22,688327,云从科技,493173953,37703546,53067138,34270817,25300,557
2023-09-22,688328,深科达,47568931,4695277,3688506,9500,0,0
2023-09-22,688329,艾隆科技,54706096,1704310,857706,0,0,0
2023-09-22,688330,宏力达,146087214,1251948,2949626,25940,0,8295
2023-09-22,688331,荣昌生物,32476025,2793020,5649212,5300016,122425,83112
2023-09-22,688332,中科蓝讯,35414163,5282311,3979409,173777,5478,21008
2023-09-22,688333,铂力特,478958024,7016687,8391311,184373,25661,12575
2023-09-22,688334,西高院,74175263,2827656,3616197,201394,3393,3855
2023-09-22,688335,复洁环保,44978525,587717,2472457,0,0,0
2023-09-22,688336,三生国健,45102170,6515024,3144923,14251,4800,15049
2023-09-22,688337,普源精电,107918274,1209800,1292688,1199965,15063,9916
2023-09-22,688338,赛科希德,24839146,940964,1314329,969,839,0
2023-09-22,688339,亿华通,271293381,3021214,3719002,216785,43001,17857
2023-09-22,688343,云天励飞,362271901,9168564,15663647,173433,64794,52294
2023-09-22,688345,博力威,47046887,461285,1239957,6092,0,4100
2023-09-22,688347,华虹公司,356111044,39867290,36789127,3875121,58688,143882
2023-09-22,688348,昱能科技,371951263,21701996,16185004,1693017,92753,79471
2023-09-22,688349,三一重能,134615934,700568,1036875,3287654,7765,15584
2023-09-22,688350,富淼科技,52591180,1682923,5081269,0,0,0
2023-09-22,688351,微电生理,20165634,5496158,3796716,1920238,367232,13125
2023-09-22,688352,颀中科技,99766915,4765703,3125565,409234,30997,24265
2023-09-22,688353,华盛锂电,101335467,466388,1126261,287098,0,2000
2023-09-22,688355,明志科技,51569859,3034943,4426878,461640,25995,30185
2023-09-22,688356,键凯科技,174315483,7462253,2515760,29007,4550,3965
2023-09-22,688357,建龙微纳,146620102,1887527,4278871,77666,18745,14788
2023-09-22,688358,祥生医疗,70904074,2273010,7683615,25137,6164,2400
2023-09-22,688359,三孚新科,274008874,5536278,6013172,39695,12734,1269
2023-09-22,688360,德马科技,70404246,1044087,1048770,0,0,0
2023-09-22,688361,中科飞测,91352065,8706446,8392903,293096,30956,26189
2023-09-22,688362,甬矽电子,81967479,10029329,11132549,1286209,141822,177272
2023-09-22,688363,华熙生物,549608569,7891059,6955418,3048857,35394,12427
2023-09-22,688365,光云科技,64903070,4620458,7344139,8449901,0,0
2023-09-22,688366,昊海生科,110034594,11653799,5448264,99998,18710,11190
2023-09-22,688367,工大高科,42330880,450286,511613,163509,4200,0
2023-09-22,688368,晶丰明源,82310231,2925654,2893421,7626,1946,1801
2023-09-22,688369,致远互联,97609874,3238592,3987672,0,0,0
2023-09-22,688370,丛麟科技,32147622,420117,3319506,0,0,0
2023-09-22,688371,菲沃泰,82944671,2058845,2206491,247804,26616,400
2023-09-22,688372,伟测科技,48179034,16387942,20516117,623112,143984,55819
2023-09-22,688373,盟科药业,24389789,1500626,1036738,418127,0,0
2023-09-22,688375,国博电子,107700847,4245475,5294624,495781,68093,22182
2023-09-22,688376,美埃科技,43403638,1506967,2367723,95260,26350,62354
2023-09-22,688377,迪威尔,25976238,2008808,3744696,0,0,0
2023-09-22,688378,奥来德,52139863,1521081,865457,0,0,0
2023-09-22,688379,华光新材,27147637,1458155,754417,1200,0,0
2023-09-22,688380,中微半导,125380715,2770781,6385310,1830229,44721,15600
2023-09-22,688381,帝奥微,159123714,3084110,1954502,211831,3425,8353
2023-09-22,688382,益方生物,31818777,2155408,2439804,3891709,1000000,7756
